TrialSus 1Amp 1Chord 1IsSim 1Sus 2Amp 2Chord 2IsSim 2ValenceArousalNotes
1,0,0,0,0,0,0,0,0,-1,1,can I keep notes here too?
2,1,0,2,0,0,1,5,0,-1,1,that's crazy...
